idCsfd;sTitle;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sWinner
371800;Šťastné údolí;2014;85.19031141868513;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/087/167087896_kqgbnk.jpg;https://www.csfd.cz/film/371800-stastne-udoli/;Velká Británie;Krimi / Drama;Happy Valley;Britský seriál s poněkud ironickým názvem Šťastné údolí, oceněný v roce 2015 prestižní cenou BAFTA, v sobě kombinuje žánr procedurálního krimithrilleru s vypjatým vztahovým dramatem. Děj se odehrává v malebném Calder Valley v Západním Yorkshiru, jehož neutěšená sociální realita je s krásou okolní krajiny v příkrém kontrastu. Tady slouží Catherine Cawoodová, sedmačtyřicetiletá policejní seržantka, která se stále vyrovnává se sebevraždou osmnáctileté dcery Becky. A když už se zdá, že trauma překonala a pomalu začíná opět žít svůj život, dozvídá se, že se z vězení vrátil Tommy Lee Royce – muž, odpovědný za Beckyinu tragickou smrt. Catherine má teď jediný cíl. Potrestat násilníka, který toho má však na svědomí mnohem víc, než policistka tuší. (Česká televize);Na VOD od 01.01.2023 BBC iPlayer (Série 3);smrt, vražda, násilí, policie, vyšetřování, únos, znásilnění, vydírání, deprese;3.0;18.0;Sally Wainwright, Euros Lyn, Tim Fywell;Sarah Lancashire, Siobhan Finneran, Shane Zaza, Charlie Murphy, James Norton, Ishia Bennison, George Costigan, Joe Armstrong, Steve Pemberton, Adam Long;;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://www.youtube.com/watch?v=G_YjBW5YWvI<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
69557;Ze Země na Měsíc;1998;85.21795705920624;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/169/260/169260426_s32o7b.jpg;https://www.csfd.cz/film/69557-ze-zeme-na-mesic/;USA;Akční / Drama / Thriller;From the Earth to the Moon;Tom Hanks, Imagine Entertainment a společnost HBO vám přináší nezapomenutelné drama mise Apollo v kolekci Ze Země na Měsíc. Vydejte se s odvážnými astronauty na cestu, která začíná historickým projevem prezidenta Johna F. Kennedyho a pokračuje prvním výstupem člověka do vesmíru až k tomu nejzásadnějšímu momentu, kdy se člověk poprvé octne na Měsíci. Jeden malý krok pro člověka... velký krok pro lidstvo. Prostřednictvím skvělých hereckých výkonů Caryho Elwese, Sally Fieldové, Chrise Isaaka a mnohých dalších prožijte příběhy mužů, žen a dětí, kteří zasvětili část svého života ve prospěch zdárného projektu - jednomu z největších v historii lidstva.;V TV od 05.04.1998 Home Box Office;vesmír, Měsíc, NASA;0.0;12.0;David Frankel, Jon Turteltaub, Jonathan Mostow;Tom Hanks, Nick Searcy, David Andrews, Lane Smith, Daniel Hugh Kelly, Stephen Root, David Clyde Carr, Tim Daly, Conor O'Farrell, Rita Wilson;Andrew Chaikin;https://www.hbomax.com/cz/en/shows/from-the-earth-to-the-moon/f604f7f9-9c33-4705-bb0e-cc49e4737049<br>https://www.hbomax.com/cz/en/shows/from-the-earth-to-the-moon/f604f7f9-9c33-4705-bb0e-cc49e4737049<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Golden Globes (1x)<br>Critics Choice Awards (1x)<br>
910437;Jujutsu kaisen;2020;85.32710280373831;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/422/168422682_xtb7rd.jpg;https://www.csfd.cz/film/910437-jujutsu-kaisen/;Japonsko;Animovaný / Akční / Horor;Džudžucu kaisen;Ve světě, kde se démoni živí na nic netušících lidech a kde mnoho z nich padlo za oběť nejrůznějším prokletím, jsou všemožně schované části těla legendárního a obávaného démona Sukuny. Každý démon, který pozře nějaký z těchto ostatků, může získat obrovskou moc, se kterou by mohl být schopný zničit celý svět, či vážně narušit běžný chod věcí. Naštěstí však existuje tajemná škola bojovníků Jujutsu – čarodějů, kteří běžné smrtelníky v tajnosti ochraňují před všemi nebezpečími ze strany démonů a nebezpečných prokletí.Yuuji Itadori je obyčejný středoškolák jehož největší starostí je jeho nemocný dědeček, který leží v nemocnici. I když chlapec vypadá na první pohled úplně normálně, má neobyčejnou fyzickou sílu a vytrvalost, díky které o něj má zájem mnoho školních sportovních klubů. Yuujimu je to ale jedno a mnohem raději tráví svůj volný čas ve společnosti dvou dalších přítel, členů okultního kroužku. Jeho život se však změní jednoho dne, kdy se mu do rukou dostane zapečetěný a prokletý předmět – jeden z prstů démona Sukuny! Chlapec ani nikdo z kroužku nemá tušení, jaké hrůzy se stanou poté, co poruší pečeť... (Jeoffrey);V TV od 02.10.2020 MBS;anime, prokletí, podle mangy;3.0;71.0;Song-hu Park, Rjú Nakajama, Tomomi Kamija;Júiči Nakamura, Džun'ja Enoki, Júma Učida, Asami Seto, Džun'iči Suwabe, Kendžiró Cuda, Kóki Učijama, Mikako Komacu, Tomokazu Seki, Šigeru Čiba;Gege Akutami;https://www.netflix.com/title/81278456<br>https://www.netflix.com/title/81278456<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
153444;Initial D: Second Stage;1999;89.34579439252336;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/265/166265389_f95910.jpg;https://www.csfd.cz/film/153444-initial-d-second-stage/;Japonsko;Animovaný / Akční / Drama / Sportovní;頭文字[イニシャル]Ｄ　Second Stage;;V TV od 14.10.1999 Fuji Television;drift;0.0;13.0;Šin'iči Masaki, Júzó Jamada, Takeši Ušigusa;Šin'ičiró Miki, Ajako Kawasumi, Micuo Iwata, Takehito Kojasu, Tomokazu Seki, Unšó Išizuka, Wataru Takagi, Keidži Fudžiwara, Kódži Jusa, Kazuhisa Kawahara;Šúiči Šigeno;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
68831;Policejní jednotka v barvách;1982;84.97951752389622;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/976/167976604_czirwh.jpg;https://www.csfd.cz/film/68831-policejni-jednotka-v-barvach/;USA;Komedie / Akční / Krimi / Mysteriózní;Police Squad!;Komediální krimiseriál nabitý gagy, absurdním humorem a parodickými odkazy. Neohrožený detektiv Frank Drebin řeší případy s takovou samozřejmostí, že i James Bond vedle něj vypadá jako Martin Tomsa v podvlíkačkách. Rozbije mafiánský gang i auto. Zneškodní únosce, bombu i sexbombu. Vražedkyni strhne skoro všechny paruky a drogovému dealerovi masku. Zpívá, tančí. Popere se s nepřízní osudu i s vyděrači. Nic pro něj není překážkou, ani výhrůžky a popelnice. Pachatele odzbrojuje ručně, diváky humorem. Dostane ho až programový šéf ABC Tony Thomopoulos, který seriál po šestém díle předčasně ukončí s odůvodněním, že je jen pro pozorného diváka. Frank Drebin se však nevzdá a záhy se vrací v sérii Bláznivých střel. (Infalín);;policie, parodie;0.0;6.0;Reza Badiyi, Paul Krasny, Georg Stanford Brown;Leslie Nielsen, Alan North, Rex Hamilton, William Duell, Peter Lupus, William Shatner, Georg Stanford Brown, John Ashton, Robert Costanzo, William Conrad;;/film/68831-policejni-jednotka-v-barvach/620104-rendezvous-at-big-gulch-terror-in-the-neighborhood/prehled/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
90704;Courage the Cowardly Dog;1999;85.10131108462456;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/054/163054924_qxu2z9.jpg;https://www.csfd.cz/film/90704-courage-the-cowardly-dog/;USA;Animovaný / Komedie / Rodinný / Sci-Fi;;Courage byl ještě štěňátko, když na návštěvě u veterináře viděl naposledy své psí rodiče. Skončil na ulici, kde ho našla paní Muriel Bagge. Vzala si ho do svého domu uprostřed Ničeho v Kansasu, kde bydlí se svým hrubým a mrzutým manželem Eustacem, který Courage pokládá jen za hloupého psa, což rozhodně není pravda. Vždy když je Courage na hlídce, stávají se uprostřed Ničeho strašidelné a hrůzu nahánějící paranormální události. I když se asi jedná o nejzbabělejšího psa na světě, je Courage vždy připraven zachránit svou paničku Muriel a nakopat zadek nějakému neřádovi, monstru, příšeře, mimozemšťanovi nebo zombie.;;tajemství, černý humor;4.0;52.0;John Dilworth;Marty Grabstein, Thea White, Peter Fernandez, Simon Prebble, Paul Schoeffler, Mary Testa, John Dilworth, Ron McLarty, Chuck Montgomery, Dennis Predovic;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
479076;Peťajn;2014;85.76446280991736;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/161/448/161448887_016d94.png;https://www.csfd.cz/film/479076-petajn/;Česko;Krátkometrážní / Komedie;;YouTuber PeŤan s jeho kolegy v show zvané Peťajn předvádí různé vtipné situace ze života v krátkometrážních videích. (frolish01);;;;;Petr Esterka;Petr Esterka, Petr Purmenský;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
882491;Vis a vis (Netflix verze);2015;85.74162679425838;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/164/613/164613199_4326fa.jpg;https://www.csfd.cz/film/882491-vis-a-vis-netflix-verze/;Španělsko;Drama / Thriller;Vis a vis (Netflix version);Naivní mladá žena, která se kvůli svému příteli nechala vmanipulovat do zpronevěry, skončí ve vězení a v novém drsném světě se musí rychle naučit přežít. (Netflix);;;2.0;35.0;Sandra Gallego, Jesús Colmenar, Jesús Rodrigo;Alba Flores, María Isabel Díaz Lago, Marta Aledo, Najwa Nimri, Berta Vázquez, Jesús Castejón, Maggie Civantos, Carlos Hipólito, Roberto Enríquez, Cristina Plazas;;/film/882491-vis-a-vis-netflix-verze/prehled/?modal=ratingAndFanclub<br>https://www.netflix.com/title/81086021<br>/film/882491-vis-a-vis-netflix-verze/882493-serie-1/prehled/<br>/film/882491-vis-a-vis-netflix-verze/882508-serie-2/prehled/<br>https://www.netflix.com/<br>/film/882491-vis-a-vis-netflix-verze/prehled/<br>/film/882491-vis-a-vis-netflix-verze/recenze/<br>/film/882491-vis-a-vis-netflix-verze/zajimavosti/<br>/film/882491-vis-a-vis-netflix-verze/epizody/<br>/film/882491-vis-a-vis-netflix-verze/hraji/<br>/film/882491-vis-a-vis-netflix-verze/filmoteka/<br>/film/882491-vis-a-vis-netflix-verze/diskuze/<br>/film/882491-vis-a-vis-netflix-verze/prehled/<br>/film/882491-vis-a-vis-netflix-verze/recenze/<br>/film/882491-vis-a-vis-netflix-verze/zajimavosti/<br>/film/882491-vis-a-vis-netflix-verze/epizody/<br>/film/882491-vis-a-vis-netflix-verze/hraji/<br>/film/882491-vis-a-vis-netflix-verze/filmoteka/<br>/film/882491-vis-a-vis-netflix-verze/diskuze/<br>/film/882491-vis-a-vis-netflix-verze/recenze/<br>/film/882491-vis-a-vis-netflix-verze/recenze/?review=12251212<br>/film/882491-vis-a-vis-netflix-verze/recenze/?review=12611965<br>/film/882491-vis-a-vis-netflix-verze/recenze/?review=13473177<br>/film/882491-vis-a-vis-netflix-verze/recenze/?review=11786435<br>/film/882491-vis-a-vis-netflix-verze/recenze/?review=11511737<br>/film/882491-vis-a-vis-netflix-verze/zajimavosti/<br>/film/882491-vis-a-vis-netflix-verze/prehled/?pageRating=0<br>/film/882491-vis-a-vis-netflix-verze/prehled/?pageRating=2<br>/film/882491-vis-a-vis-netflix-verze/prehled/?pageFanclub=0&tab=fanclub-users<br>/film/882491-vis-a-vis-netflix-verze/prehled/?pageFanclub=2&tab=fanclub-users<br>https://www.netflix.com/title/81086021<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
1519996;Kdysi dávno v Americe;2025;84.52230332522304;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/169/604/169604963_rwfmga.jpg;https://www.csfd.cz/film/1519996-kdysi-davno-v-americe/;USA;Akční / Drama / Thriller / Western;American Primeval;Matka se synem na útěku před vlastní minulostí najdou novou rodinu. Na západě Ameriky je sice svoboda, ale život tam dokáže být dost krutý. (Netflix);Na VOD od 09.01.2025 Netflix;láska, žena, rodina, smrt, přátelství, přátelé, vražda, násilí, tajemství, děti, matka, rodiče, strach, mládež, manželé, záhady, touha, syn, útěk, chlapec, zbraně, vyšetřování, vrah, ženy, zvířata, oběť (autonehody/zločinu), pátrání, cestování, pomsta, peníze, politika, vojáci, manipulace, lež, intriky, pronásledování, putování, sny, rivalita, únos, zrada, boj o přežití, souboje, vášeň, podvod, kamarádi, krev, les, bratři, dům, bolest, divočina, smutek, trauma, 19. století, nenávist, gang, dilema, tragédie, armáda, naděje, zabijáci, žárlivost, náboženství, zranění, víra, rvačka, střelné zbraně, manželství, krutost, panika, pocit viny, přepadení, chamtivost, koně, vydírání, politik, přestřelka, střelba, indiáni, rukojmí, novověk, bar, nájemný vrah, domorodé kmeny, příroda, tradice, maloměsto, závist, Divoký západ, pochyby, lov, bohatství, řeka, hospoda, oběť (někomu/něčemu), podezření, zajatci, svoboda, bodné zbraně, pokus o vraždu, sečné zbraně, odpuštění, vyhrožování, loajalita, pistolníci, požár, těžký úraz, lítost, oheň, sekta, bandité, past, nůž, chata, revolver, vyjednávání, puška, podezření z vraždy, kanibalismus, trest, kult, pohřešování, slib, lovci lidí, pevnost, sekera, období 1850-1860, mormoni, kanibalové, pokus o únos, střelba na škole, guvernér, louka;0.0;6.0;Peter Berg;Taylor Kitsch, Betty Gilpin, Dane DeHaan, Jai Courtney, Shea Whigham, Joe Tippett, Tokala Black Elk, Alex Fine, Duncan Vezain, Saura Lightfoot-Leon;;https://www.netflix.com/title/81457507<br>https://www.netflix.com/<br>https://www.netflix.com/title/81457507<br>https://www.csfd.cz/vod/netflix/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
177376;Povídání o pejskovi a kočičce;1950;84.64621474517566;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/025/059/25059965_9e1716.jpg;https://www.csfd.cz/film/177376-povidani-o-pejskovi-a-kocicce/;Československo;Animovaný / Rodinný;;Jak spolu pejsek a kočička hospodařili a ještě o všelijakých jiných věcech - pro děti napsal a nakreslil Josef Čapek, vypráví Karel Höger.;Na DVD od 26.07.2008 Země pohádek;podle knihy, psi, večerníček, kočky;0.0;6.0;Eduard Hofman;Karel Höger;Josef Čapek;https://www.youtube.com/watch?v=-PGnB4LTs9E<br>https://www.youtube.com/watch?v=-PGnB4LTs9E<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
