idCsfd;sTitle;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sWinner
287677;Millennium;2010;87.3882945248584;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/313/313441_fb7a14.jpg;https://www.csfd.cz/film/287677-millennium/;Švédsko / Německo / Norsko / Dánsko;Akční / Krimi / Mysteriózní;Stieg Larsson: Millennium;Seriál dle knižního bestselleru předčasně zesnulého švédského novináře, aktivisty a autora Stiega Larssona - Millenium (vydány 3 díly, plánováno bylo 10). Sledujeme Lisbeth Salander (Noomi Rapace), mladou inteligentní dívku s fotografickou pamětí, umnou hackerku, asociálního člověka, který si prošel mnohým, a Mikaela Blomkvista (Michael Nyqvist), investigativního novináře magazínu Millennium, jak pronikají do problémů moderní švédské společnosti - násilí na ženách, propojenosti prostituce, politiky, tajné policie, podzemních organizací a současně rozplétáme jejich příběh. Hlas jedince ve společnosti nabývá na síle skrze jednoduché nástroje - pero, mobilní telefon, počítač.Tento seriál se od tří filmových zpracování Muži, kteří nenávidí ženy, Dívka, která si hrála s ohněm a Dívka, která kopla do vosího hnízda liší komplexností postav a dějových linií. Vysíláno ve švédské TV, vydáno na DVD, blu-ray a nakonec jako kolekce s bonusovým diskem. (Misabarry);V TV od 20.03.2010 SVT;podle knihy, rodina, násilí, vyšetřování, vrah, ostrov, novináři, sníh, automobilová honička, hacker, počítač;0.0;6.0;Daniel Alfredson, Niels Arden Oplev;Noomi Rapace, Michael Nyqvist, Lena Endre, Sofia Ledarp, Jacob Ericksson, Peter Andersson, Per Oscarsson, Micke Spreitz, Johan Kylén, Michalis Koutsogiannakis;Stieg Larsson;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
1133235;Legenda jménem Vox Machina;2022;87.49654218533887;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/169/365/169365491_mif3o8.png;https://www.csfd.cz/film/1133235-legenda-jmenem-vox-machina/;USA;Animovaný / Akční / Dobrodružný / Fantasy / Komedie;The Legend of Vox Machina;Je to drsná parta ztracených existencí, z nichž se stali nájemní žoldnéři. Vox Machina se zajímá spíš o snadný výdělek a levné pivo než o ochranu země. Když však království ohrožuje zlo, naše divoká parta si uvědomí, že jedině oni jsou schopni znovu nastolit spravedlnost. Co začalo jako jednoduchá fuška, je nyní příběhem o původu nejnovějších hrdinů Exandrie. (Prime Video);Na VOD od 28.01.2022 Prime Video (Série 1);láska, přátelství, zrada, gore, monstra, magie, draci;4.0;48.0;Sung Jin Ahn, Alicia Chan, Young Heller;Matthew Mercer, Ashley Johnson, Laura Bailey, Marisha Ray, Travis Willingham, Liam O'Brien, Taliesin Jaffe, Grey Griffin, Esme Creed-Miles, Khary Payton;;https://www.amazon.com/amazonprime/<br>https://www.amazon.com/amazonprime/<br>https://youtube.com/playlist?list=PL1tiwbzkOjQz7D0l_eLJGAISVtcL7oRu_<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
1644096;Země gangů;2025;86.91895113230035;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/410/170410515_x8vh6i.png;https://www.csfd.cz/film/1644096-zeme-gangu/;USA;Krimi / Drama;MobLand;Harriganovi a Stevensonovi, dva znepřátelené londýnské zločinecké klany, se střetávají v mocenském boji na život a na smrt. Budou padat hlavy i impéria. Harry Da Souza, mazaný „muž na špinavou práci“, se ocitá přímo uprostřed konfliktu. Je stejně nebezpečný jako pohledný, a když se ostatní přetahují o moc, ví, komu zůstat věrný. Když spolu soupeří impéria, někdo občas překročí hranice. V boji na život a na smrt je jedinou jistotou rodina. (SkyShowtime);Na VOD od 30.03.2025 Paramount+ (Série 1);muž, láska, žena, rodina, smrt, přátelství, přátelé, vražda, násilí, dívka, otec, děti, matka, rodiče, policie, mládež, manželé, město, dcera, touha, syn, útěk, chlapec, vyšetřování, vrah, ženy, zvířata, pátrání, cestování, pomsta, sourozenci, peníze, manipulace, venkov, lež, intriky, sex, pronásledování, putování, sny, rivalita, drogy, kolegové, únos, zrada, vězení, souboje, vášeň, podvod, kamarádi, krev, mrtvola, vztahy, bratři, dům, bolest, detektiv, mezilidské vztahy, smutek, gangsteři, trauma, mafie, nenávist, gang, dilema, tragédie, naděje, žárlivost, milostný trojúhelník, zranění, stáří, rvačka, střelné zbraně, psychopat, šílenství, zoufalství, manželství, pocit viny, přepadení, chamtivost, právníci, znásilnění, koně, vydírání, výslech, přestřelka, střelba, hotel, romance, posedlost, hádka, konspirace, milenka, rozvod, Londýn, babička, rukojmí, bar, letadla, nájemný vrah, sledování, mučení, děda, závist, pochyby, dluhy, zakázaná láska, iluze, pohřeb, bohatství, hospoda, sexuální obtěžování, vnoučata, výbuch, podezření, spiknutí, milenec, sociopat, zajatci, motorky, pokus o vraždu, sečné zbraně, odpuštění, sexuální zneužívání, noční klub, vyhrožování, loajalita, domácí násilí, bomba, lítost, atentát, moc, Velká Británie, past, nůž, chata, auta, technologie, řidič, obchod (transakční), samopal, revolver, strýc, vyjednávání, puška, podezření z vraždy, Anglie, trest, sexuální násilí, stalking, inspektor, pohřešování, posttraumatická stresová porucha, brokovnice, slib, šperky, diamanty, macecha (nevlastní matka), večeře, teta, pokoj, bydlení, otčím (nevlastní otec), nevlastní sourozenci, sekera, odposlech, podezření z nevěry, válka gangů, drahokam, pokus o únos, podsvětí (mýtické sídlo mrtvých), motorová pila, videohovor;2.0;20.0;Guy Ritchie, Anthony Byrne, Lawrence Gough;Tom Hardy, Helen Mirren, Pierce Brosnan, Paddy Considine, Joanne Froggatt, Lara Pulver, Mandeep Dhillon, Daniel Betts, Anson Boon, Jasmine Jobson;;https://www.skyshowtime.com/cz/stream/tv/mobland/12e9e904-d7dc-3f84-b362-7287cf837b90<br>https://www.skyshowtime.com<br>https://www.skyshowtime.com<br>https://www.skyshowtime.com/cz/stream/tv/mobland/12e9e904-d7dc-3f84-b362-7287cf837b90<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (1x)<br>The Saturn Awards (1x)<br>;
74232;Taková normální rodinka;1971;86.54679458669547;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/193/170193143_1qkic2.jpg;https://www.csfd.cz/film/74232-takova-normalni-rodinka/;Československo;Komedie / Rodinný;Taká normálna rodinka;Čtyři generace pod jednou střechou, to nevěstí nic dobrého. Obzvlášť když Hanákovi nejsou tak docela normální. Babička píše detektivky, které nikdy nikdo nevydá, maminka Cilka miluje operní árie a tatínka Oldřicha zajímají jen želvy Poldinky. Jejich dcera Pavla vášnivě cvičí jógu, její manžel Petr nejraději čte noviny, jí nebo spí. Nejmladší členové rodiny, kterým nikdo neřekne jinak než raubíři, s rozkoší vymýšlejí lumpárny. A Káča, mladší dcera Cilky a Oldřicha, se chystá jim představit svého nastávajícího Zdeňka… V téhle rodině není nouze o překvapení. Jak to dopadne, když se konečně dostaví toužebně očekávaný malíř? Co způsobí větší rozruch – nečekaná návštěva tetičky, nebo zpráva o miminku? (Česká televize);V TV od 13.03.1971 Československá televize;černobílý film, rodina, sitcom;0.0;8.0;Jaroslav Dudek;Marie Rosůlková, Dana Medřická, Zdeněk Řehoř, Jana Štěpánková, Eduard Cupák, Daniela Kolářová, Jaromír Hanzlík, Jiřina Šejbalová, Jiřina Bohdalová, Oldřich Nový;;https://www.ceskatelevize.cz/porady/899654-takova-normalni-rodinka?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://www.ceskatelevize.cz/porady/899654-takova-normalni-rodinka?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
343181;Jedna noc;2016;86.68021129622105;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/161/158/161158372_fe51e4.jpg;https://www.csfd.cz/film/343181-jedna-noc/;USA;Krimi / Drama;The Night Of;Osmidílná minisérie Jedna noc od tvůrců Stevena Zailliana a Richarda Price podrobně zkoumá složité okolnosti fiktivního případu jedné newyorské vraždy. Příběh sleduje studenta Naze Khana, roztomilého podivína, který dostane od basketbalového hráče, jemuž pomáhá s učením, pozvánku na večírek v newyorském Lower East Side. Když jeho odvoz na poslední chvíli krachne, Naz si bez dovolení vezme otcův taxík a vyrazí ze svého domova v queenském Jackson Heights na Manhattan. Když cestou do taxíku nastoupí nádherná mladá žena a požádá ho o svezení, Nazovy plány rázem vezmou za své a rozjíždí se osudová noc. Naz je později obviněn ze zločinu, který podle svých slov nespáchal, a na vlastní kůži zakouší dezorganizaci a manipulaci v právním systému. Tíživá situace, do které se dostal, je ještě umocněná jeho vzhledem a statusem potomka pákistánských přistěhovalců. (HBO Europe);V TV od 10.07.2016 Home Box Office;muž, láska, žena, rodina, smrt, přátelství, přátelé, vražda, násilí, dívka, tajemství, otec, matka, rodiče, policie, strach, město, záhady, touha, syn, vyšetřování, vrah, ženy, zvířata, oběť (autonehody/zločinu), pátrání, peníze, politika, manipulace, intriky, drogy, zločin, kolegové, vězení, vášeň, kamarádi, vztahy, bolest, detektiv, mezilidské vztahy, smutek, trauma, nenávist, tragédie, naděje, soud, New York, zranění, nespravedlnost, párty, rvačka, krutost, diskriminace, paranoia, panika, pocit viny, právníci, výslech, rasismus, hádka, křivé obvinění, předsudky, přistěhovalci, cizinec (někdo ze zahraničí), deprese, imigrace, závislost, oslava, dluhy, iluze, spravedlnost, cizinec (neznámý člověk), oběť (někomu/něčemu), podezření, pašování, kočky, soudce, emigrace, lítost, noc, zatčení, řidič, taxi, kouření, závislost na drogách, Manhattan;0.0;8.0;Steven Zaillian, James Marsh;Riz Ahmed, John Turturro, Bill Camp, Michael Kenneth Williams, Jeannie Berlin, Payman Maadi, Amara Karan, Poorna Jagannathan, Paul Sparks, Afton Williamson;;https://www.hbomax.com/cz/en/shows/night-of/64c9bde2-1bef-4c8b-91fa-3f3c4e2ec9c3<br>http://www.hbo.eu<br>http://www.hbo.eu<br>https://www.hbomax.com/cz/en/shows/night-of/64c9bde2-1bef-4c8b-91fa-3f3c4e2ec9c3<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (3x)<br>;
774962;Lakers: Vzestup dynastie;2022;87.92698826597132;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/112/166112742_6c7beb.jpg;https://www.csfd.cz/film/774962-lakers-vzestup-dynastie/;USA;Komedie / Drama / Sportovní;Winning Time: The Rise of the Lakers Dynasty;"Drama ze sportovního prostředí se vrací do osmdesátých let minulého století a zachycuje profesní i osobní život legendárního basketbalového týmu Los Angeles Lakers, který se stal symbolem své doby na hřišti i mimo něj. Producentem seriálu, natočeného podle knižní předlohy Jeffa Pearlmana s názvem ""Showtime: Magic, Kareem, Riley and the Los Angeles Lakers"", je Adam McKay (Boj o moc, Q: V oku bouře). (HBO Europe)";Na VOD od 06.03.2022 HBO Max (Série 1);podle knihy, basketbal;2.0;17.0;Adam McKay, Tanya Hamilton, Payman Benz;John C. Reilly, Quincy Isaiah, Jason Clarke, DeVaughn Nixon, Solomon Hughes, Gaby Hoffmann, Brett Cullen, Adrien Brody, Sally Field, Hadley Robinson;Jeff Pearlman;https://www.hbomax.com/cz/en/shows/winning-time-the-rise-of-the-lakers-dynasty/0b56e11a-a2ce-4225-9f05-2579b252dddb<br>http://www.hbo.eu<br>http://www.hbo.eu<br>/novinky/8654-hbo-zrusilo-serial-o-lakers/<br>/novinky/8654-hbo-zrusilo-serial-o-lakers/<br>/novinky/8654-hbo-zrusilo-serial-o-lakers/<br>https://www.hbomax.com/cz/en/shows/winning-time-the-rise-of-the-lakers-dynasty/0b56e11a-a2ce-4225-9f05-2579b252dddb<br>https://www.csfd.cz/vod/hbo-max/<br>https://www.csfd.cz/vod/hbo-max/<br>https://www.csfd.cz/vod/hbo-max/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Critics Choice Awards (1x)<br>;
71596;Bylo nás pět;1994;86.39475759306089;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/229/170229986_infh2m.jpg;https://www.csfd.cz/film/71596-bylo-nas-pet/;Česko;Komedie;There Were Five of Us;Ihned od své premiéry v roce 1994 uchvátil malé i starší diváky seriál na motivy Poláčkovy prózy, v němž režisér K. Smyczek spolu se scenáristou O. Vogeltanzem vytvořili prvorepublikovou atmosféru jednoho malého městečka s jejími dobrosrdečnými, zábavnými, ale i závistivými, pomlouvačnými a mnohdy komickými obyvateli. Svět viděný očima Péti, žáka čtvrté třídy (A. Novák) líčí rodinu – maminku s její vždy láskyplně otevřenou náručí (D. Veškrnová), přísného, leč spravedlivě trestajícího tatínka (O. Navrátil), i chytrého bratra Láďu (J. Strach). Především je to ale svět plný dobrodružství a rošťáren Péti a jeho čtyř kamarádů... (Česká televize);Na DVD od 15.07.2010 dvdcom;podle knihy, 20. století, děti, škola, Vánoce, sny, nemoc, psi, sníh, chudoba, koně, období 1930-1940, vlak, obchod (prodejní místo), prázdniny, kostel, naschvály, cirkus, kino, žhářství;0.0;6.0;Karel Smyczek;Adam Novák, Jaroslav Pauer, Jan Müller, Štěpán Benyovszký, Jan Brynych, Sandra Nováková, Dagmar Havlová, Oldřich Navrátil, Jakub Hladík, Jiří Strach;Karel Poláček;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
147506;Mach a Šebestová;1976;86.45622895622895;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/421/421810_66af8b.jpg;https://www.csfd.cz/film/147506-mach-a-sebestova/;Československo;Animovaný / Komedie / Rodinný;Mach a Šebestová;Kdo by neznal těchto původních 13. úsměvných kreslených příběhů (Večerníčků), jedné povedené dvojice školáků, a všech jejich přátel. (Karlos80);V TV od 06.10.1982 Československá televize;podle knihy, přátelství, zvířata, škola, psi, večerníček;0.0;13.0;Adolf Born, Jaroslav Doubrava, Miloš Macourek;Petr Nárožný;Miloš Macourek;https://www.ceskatelevize.cz/porady/871835-mach-a-sebestova?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.youtube.com/watch?v=aFXTuDuFOP0<br>https://www.ceskatelevize.cz/porady/871835-mach-a-sebestova?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.youtube.com/watch?v=aFXTuDuFOP0<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Zlín Film Festival (5x)<br>
960128;Šógun;2024;86.53717930134802;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/846/167846646_oripf5.jpg;https://www.csfd.cz/film/960128-sogun/;USA;Drama / Dobrodružný / Historický / Válečný;Shōgun;Seriál Šógun produkční společnosti FX je originální adaptací románu Jamese Clavella a odehrává se v Japonsku v roce 1600 na prahu občanské války, která rozhoduje o osudu celého století. Lord Joši Toranaga bojuje o život, protože se proti němu spojili jeho nepřátelé v Radě regentů. Když je v nedaleké rybářské vesnici nalezena záhadná opuštěná evropská loď, připlouvá její anglický lodivod John Blackthorne s tajemstvím, které by mohlo Toranagovi pomoct vychýlit misky mocenských vah a zničit obrovský vliv Blackthornových vlastních nepřátel – jezuitských kněží a portugalských obchodníků. Toranagovy a Blackthornovy osudy jsou neoddělitelně spjaty s jejich překladatelkou Todou Mariko, tajemnou křesťankou a poslední šlechtičnou ze zneuctěného rodu. Zatímco Mariko slouží svému pánovi v této napjaté politické situaci, musí skloubit své nové přátelství s Blackthornem, oddanost víře, která ji zachránila, a povinnost vůči zesnulému otci. (Disney+);Na VOD od 27.02.2024 Hulu (Série 1);podle knihy, láska, přátelství, nenávist, Japonsko, dobrodruh, výcvik, vyjednávání, samurajové, trosečníci, panství;2.0;20.0;Frederick E.O. Toye, Jonathan van Tulleken, Charlotte Brändström;Cosmo Jarvis, Hirojuki Sanada, Júka Kóri, Tadanobu Asano, Anna Sawai, Júki Kedóin, Tommy Bastow, Hiroto Kanai, Emi Kamito, Toši Toda;James Clavell;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/play/c4e20a99-66d8-4e47-ba33-e105cbe0fbf6<br>http://disneyplus.com<br>http://disneyplus.com<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/play/c4e20a99-66d8-4e47-ba33-e105cbe0fbf6<br>https://www.csfd.cz/vod/disney-plus/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Independent Spirit Awards (4x)<br>Critics Choice Awards (2x)<br>The Saturn Awards (1x)<br>;Independent Spirit Awards (1x)<br>Golden Globes (4x)<br>Critics Choice Awards (4x)<br>
82781;Pýcha a předsudek;1995;86.64137308039747;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/584/158584268_999b94.jpg;https://www.csfd.cz/film/82781-pycha-a-predsudek/;Velká Británie;Romantický / Drama;Pride and Prejudice;"Láska a nenávist k sobě mohou mít nečekaně blízko... Anglie, počátek 19. století. Ctihodný venkovský gentleman pan Bennet žije s rodinou v malebném Hertfordshiru a společně s prostomyslnou a přímočarou paní Bennetovou vychovává pět dcer. V rodině chybí mužský dědic, a proto by paní Bennetová ráda viděla své dcery co nejdříve pod čepcem. Když se na nedaleké panské sídlo Netherfield přistěhuje bohatý, mladý a svobodný pan Bingley, činorodá paní Bennetová neváhá a kuje železo, dokud je žhavé. A skutečně, zdá se, že nejstarší z dcer, půvabná Jane, mladíka zaujala a že zásnuby na sebe nedají dlouho čekat. Pana Bingleyho doprovází jeho přítel, bohatý a rovněž svobodný pan Darcy, který je ovšem považován za pyšného a nepříjemného člověka. Mezi druhorozenou dcerou Bennetových – bystrou a temperamentní Elizabeth – a panem Darcym vzniká zvláštní a rozporuplný vztah... Patrně nejznámější román anglické spisovatelky Jane Austenové (1775–1817) ""Pýcha a předsudek"" (1813) byl na filmové plátno poprvé převeden Robertem Z. Leonardem v roce 1940 s Laurencem Olivierem a Greer Garsonovou v hlavních rolích. Dočkal se i několika televizních zpracování a inspiroval nejen proslavený Deník Bridget Jonesové (2001), ale zejména romantický muzikál Moje velká indická svatba (2004). V roce 1995 se látky chopila britská veřejnoprávní BBC, v jejíž produkci podle scénáře Andrewa Daviese natočil režisér Simon Langton šestidílnou adaptaci v hlavních rolích s Colinem Firthem a Jennifer Ehleovou, která za své ztvárnění Elizabeth Bennetové získala prestižní cenu BAFTA. Tvůrci k románové předloze přistupovali s pokorou a úctou a vznikla tak velmi pietní adaptace, kterou lze již dnes směle označit slovem klasická. (Česká televize)";16.09.2005 United International Pictures UK;podle knihy, 18. století;0.0;6.0;Simon Langton;Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha, Alison Steadman, Benjamin Whitrow, Crispin Bonham-Carter, Polly Maberly, Lucy Briers, Anna Chancellor;Jane Austen;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;
